filename, n, cpu_time_used
1048.node, 1048, 0.004526
1049.node, 1049, 0.00458
1050.node, 1050, 0.004926
1051.node, 1051, 0.004535
1052.node, 1052, 0.004471
1053.node, 1053, 0.004432
1054.node, 1054, 0.004394
1055.node, 1055, 0.004369
1056.node, 1056, 0.004549
1057.node, 1057, 0.005065
1058.node, 1058, 0.004702
1059.node, 1059, 0.004394
1060.node, 1060, 0.005167
1061.node, 1061, 0.004701
1062.node, 1062, 0.004566
1063.node, 1063, 0.004666
1064.node, 1064, 0.004987
1065.node, 1065, 0.004734
1066.node, 1066, 0.004833
1067.node, 1067, 0.00459
1068.node, 1068, 0.004576
1069.node, 1069, 0.00471
1070.node, 1070, 0.004632
1071.node, 1071, 0.004983
1072.node, 1072, 0.004855
1073.node, 1073, 0.00464
1074.node, 1074, 0.004725
1075.node, 1075, 0.005087
1076.node, 1076, 0.004835
1077.node, 1077, 0.004863
1078.node, 1078, 0.005115
1079.node, 1079, 0.005028
1080.node, 1080, 0.005045
1081.node, 1081, 0.004719
1082.node, 1082, 0.005122
1083.node, 1083, 0.004732
1084.node, 1084, 0.004626
1085.node, 1085, 0.004938
1086.node, 1086, 0.005361
1087.node, 1087, 0.004648
1088.node, 1088, 0.00474
1089.node, 1089, 0.005308
1090.node, 1090, 0.005144
1091.node, 1091, 0.004905
1092.node, 1092, 0.005452
1093.node, 1093, 0.005042
1094.node, 1094, 0.005024
1095.node, 1095, 0.004985
1096.node, 1096, 0.00488
1097.node, 1097, 0.005025
1098.node, 1098, 0.004846
1099.node, 1099, 0.00539
1100.node, 1100, 0.005448
1101.node, 1101, 0.00509
1102.node, 1102, 0.004939
1103.node, 1103, 0.005182
1104.node, 1104, 0.005068
1105.node, 1105, 0.005168
1106.node, 1106, 0.005708
1107.node, 1107, 0.005162
1108.node, 1108, 0.005098
1109.node, 1109, 0.005275
1110.node, 1110, 0.005105
1111.node, 1111, 0.005164
1112.node, 1112, 0.00535
1113.node, 1113, 0.005143
1114.node, 1114, 0.005361
1115.node, 1115, 0.004904
1116.node, 1116, 0.005143
1117.node, 1117, 0.004904
1118.node, 1118, 0.00508
1119.node, 1119, 0.005573
1120.node, 1120, 0.005056
1121.node, 1121, 0.005001
1122.node, 1122, 0.005583
1123.node, 1123, 0.005182
1124.node, 1124, 0.005141
1125.node, 1125, 0.005531
1126.node, 1126, 0.005314
1127.node, 1127, 0.005324
1128.node, 1128, 0.005146
1129.node, 1129, 0.005168
1130.node, 1130, 0.005359
1131.node, 1131, 0.005035
1132.node, 1132, 0.005667
1133.node, 1133, 0.005505
1134.node, 1134, 0.005178
1135.node, 1135, 0.005248
1136.node, 1136, 0.005085
1137.node, 1137, 0.005247
1138.node, 1138, 0.005531
1139.node, 1139, 0.005493
1140.node, 1140, 0.00519
1141.node, 1141, 0.006054
1142.node, 1142, 0.00533
1143.node, 1143, 0.005316
1144.node, 1144, 0.005426
1145.node, 1145, 0.005575
1146.node, 1146, 0.005774
1147.node, 1147, 0.005206
1148.node, 1148, 0.005153
1149.node, 1149, 0.005453
1150.node, 1150, 0.005289
1151.node, 1151, 0.005959
1152.node, 1152, 0.005441
1153.node, 1153, 0.005299
1154.node, 1154, 0.006634
1155.node, 1155, 0.005401
1156.node, 1156, 0.005664
1157.node, 1157, 0.006001
1158.node, 1158, 0.005409
1159.node, 1159, 0.005826
1160.node, 1160, 0.005529
1161.node, 1161, 0.005563
1162.node, 1162, 0.005417
1163.node, 1163, 0.005865
1164.node, 1164, 0.005699
1165.node, 1165, 0.005552
1166.node, 1166, 0.005435
1167.node, 1167, 0.005767
1168.node, 1168, 0.005533
1169.node, 1169, 0.005791
1170.node, 1170, 0.005852
1171.node, 1171, 0.005651
1172.node, 1172, 0.00555
1173.node, 1173, 0.005431
1174.node, 1174, 0.00558
1175.node, 1175, 0.005615
1176.node, 1176, 0.006378
1177.node, 1177, 0.005745
1178.node, 1178, 0.005481
1179.node, 1179, 0.005555
1180.node, 1180, 0.006375
1181.node, 1181, 0.005847
1182.node, 1182, 0.006008
1183.node, 1183, 0.005755
1184.node, 1184, 0.006378
1185.node, 1185, 0.005776
1186.node, 1186, 0.005907
1187.node, 1187, 0.005991
1188.node, 1188, 0.005886
1189.node, 1189, 0.006064
1190.node, 1190, 0.005851
1191.node, 1191, 0.006148
1192.node, 1192, 0.00571
1193.node, 1193, 0.006238
1194.node, 1194, 0.005812
1195.node, 1195, 0.005817
1196.node, 1196, 0.006444
1197.node, 1197, 0.005896
1198.node, 1198, 0.005995
1199.node, 1199, 0.006355
1200.node, 1200, 0.005983
1201.node, 1201, 0.006001
1202.node, 1202, 0.005753
1203.node, 1203, 0.006525
1204.node, 1204, 0.006377
1205.node, 1205, 0.006858
1206.node, 1206, 0.006114
1207.node, 1207, 0.006211
1208.node, 1208, 0.006132
1209.node, 1209, 0.006006
1210.node, 1210, 0.006657
1211.node, 1211, 0.006199
1212.node, 1212, 0.006472
1213.node, 1213, 0.006061
1214.node, 1214, 0.006205
1215.node, 1215, 0.006116
1216.node, 1216, 0.006319
1217.node, 1217, 0.006339
1218.node, 1218, 0.006131
1219.node, 1219, 0.006381
1220.node, 1220, 0.005847
1221.node, 1221, 0.006476
1222.node, 1222, 0.006222
1223.node, 1223, 0.005981
1224.node, 1224, 0.006629
1225.node, 1225, 0.006764
1226.node, 1226, 0.00634
1227.node, 1227, 0.006389
1228.node, 1228, 0.006368
1229.node, 1229, 0.006266
1230.node, 1230, 0.006301
1231.node, 1231, 0.006288
1232.node, 1232, 0.006785
1233.node, 1233, 0.006453
1234.node, 1234, 0.006211
1235.node, 1235, 0.006134
1236.node, 1236, 0.006092
1237.node, 1237, 0.006346
1238.node, 1238, 0.006835
1239.node, 1239, 0.006501
1240.node, 1240, 0.006897
1241.node, 1241, 0.006332
1242.node, 1242, 0.006969
1243.node, 1243, 0.006951
1244.node, 1244, 0.006906
1245.node, 1245, 0.007059
1246.node, 1246, 0.006935
1247.node, 1247, 0.00701
1248.node, 1248, 0.007494
1249.node, 1249, 0.006989
1250.node, 1250, 0.007028
1251.node, 1251, 0.006807
1252.node, 1252, 0.007
1253.node, 1253, 0.007175
1254.node, 1254, 0.007137
1255.node, 1255, 0.007009
1256.node, 1256, 0.006696
1257.node, 1257, 0.007239
1258.node, 1258, 0.007183
1259.node, 1259, 0.006633
1260.node, 1260, 0.006645
1261.node, 1261, 0.006674
1262.node, 1262, 0.006576
1263.node, 1263, 0.00673
1264.node, 1264, 0.006816
1265.node, 1265, 0.006657
1266.node, 1266, 0.006761
1267.node, 1267, 0.006695
1268.node, 1268, 0.006922
1269.node, 1269, 0.006988
1270.node, 1270, 0.007043
1271.node, 1271, 0.007036
1272.node, 1272, 0.006625
1273.node, 1273, 0.006682
1274.node, 1274, 0.007224
1275.node, 1275, 0.006693
1276.node, 1276, 0.006885
1277.node, 1277, 0.006949
1278.node, 1278, 0.006629
1279.node, 1279, 0.007195
1280.node, 1280, 0.006715
1281.node, 1281, 0.006666
1282.node, 1282, 0.006907
1283.node, 1283, 0.006831
1284.node, 1284, 0.007495
1285.node, 1285, 0.006701
1286.node, 1286, 0.007049
1287.node, 1287, 0.006551
1288.node, 1288, 0.006672
1289.node, 1289, 0.007115
1290.node, 1290, 0.00753
1291.node, 1291, 0.006728
1292.node, 1292, 0.006702
1293.node, 1293, 0.006773
1294.node, 1294, 0.007259
1295.node, 1295, 0.006995
1296.node, 1296, 0.007267
1297.node, 1297, 0.006736
1298.node, 1298, 0.00702
1299.node, 1299, 0.007473
1300.node, 1300, 0.007064
1301.node, 1301, 0.007068
1302.node, 1302, 0.007489
1303.node, 1303, 0.006759
1304.node, 1304, 0.007505
1305.node, 1305, 0.00684
1306.node, 1306, 0.006992
1307.node, 1307, 0.007082
1308.node, 1308, 0.006796
1309.node, 1309, 0.007543
1310.node, 1310, 0.00677
1311.node, 1311, 0.007768
1312.node, 1312, 0.007274
1313.node, 1313, 0.006877
1314.node, 1314, 0.007932
1315.node, 1315, 0.007487
1316.node, 1316, 0.007096
1317.node, 1317, 0.006998
1318.node, 1318, 0.007176
1319.node, 1319, 0.007967
1320.node, 1320, 0.007112
1321.node, 1321, 0.007471
1322.node, 1322, 0.007016
1323.node, 1323, 0.007782
1324.node, 1324, 0.007852
1325.node, 1325, 0.007296
1326.node, 1326, 0.007318
1327.node, 1327, 0.006991
1328.node, 1328, 0.007289
1329.node, 1329, 0.007768
1330.node, 1330, 0.007357
1331.node, 1331, 0.007275
1332.node, 1332, 0.007347
1333.node, 1333, 0.007252
1334.node, 1334, 0.008085
1335.node, 1335, 0.007369
1336.node, 1336, 0.007243
1337.node, 1337, 0.007123
1338.node, 1338, 0.007221
1339.node, 1339, 0.007893
1340.node, 1340, 0.007718
1341.node, 1341, 0.007416
1342.node, 1342, 0.007615
1343.node, 1343, 0.007682
1344.node, 1344, 0.007778
1345.node, 1345, 0.007586
1346.node, 1346, 0.007669
1347.node, 1347, 0.007463
1348.node, 1348, 0.007731
1349.node, 1349, 0.00749
1350.node, 1350, 0.008325
1351.node, 1351, 0.00754
1352.node, 1352, 0.00741
1353.node, 1353, 0.007868
1354.node, 1354, 0.007947
1355.node, 1355, 0.007396
1356.node, 1356, 0.007495
1357.node, 1357, 0.007519
1358.node, 1358, 0.008259
1359.node, 1359, 0.007663
1360.node, 1360, 0.007356
1361.node, 1361, 0.00802
1362.node, 1362, 0.008049
1363.node, 1363, 0.0086
1364.node, 1364, 0.00835
1365.node, 1365, 0.008006
1366.node, 1366, 0.007785
1367.node, 1367, 0.00808
1368.node, 1368, 0.00854
1369.node, 1369, 0.007855
1370.node, 1370, 0.008174
1371.node, 1371, 0.008221
1372.node, 1372, 0.008136
1373.node, 1373, 0.007782
1374.node, 1374, 0.007691
1375.node, 1375, 0.007655
1376.node, 1376, 0.008295
1377.node, 1377, 0.008325
1378.node, 1378, 0.007831
1379.node, 1379, 0.007921
1380.node, 1380, 0.008281
1381.node, 1381, 0.007989
1382.node, 1382, 0.007797
1383.node, 1383, 0.007945
1384.node, 1384, 0.007882
1385.node, 1385, 0.00811
1386.node, 1386, 0.007862
1387.node, 1387, 0.008159
1388.node, 1388, 0.007903
1389.node, 1389, 0.008381
1390.node, 1390, 0.008014
1391.node, 1391, 0.008153
1392.node, 1392, 0.007782
1393.node, 1393, 0.008129
1394.node, 1394, 0.008395
1395.node, 1395, 0.0081
1396.node, 1396, 0.008199
1397.node, 1397, 0.008081
1398.node, 1398, 0.009054
1399.node, 1399, 0.008278
1400.node, 1400, 0.008507
1401.node, 1401, 0.008968
1402.node, 1402, 0.008416
1403.node, 1403, 0.008278
1404.node, 1404, 0.007851
1405.node, 1405, 0.008103
1406.node, 1406, 0.008308
1407.node, 1407, 0.008422
1408.node, 1408, 0.008756
1409.node, 1409, 0.008206
1410.node, 1410, 0.00809
1411.node, 1411, 0.00865
1412.node, 1412, 0.008265
1413.node, 1413, 0.007988
1414.node, 1414, 0.008086
1415.node, 1415, 0.009123
1416.node, 1416, 0.008522
1417.node, 1417, 0.009413
1418.node, 1418, 0.008451
1419.node, 1419, 0.008761
1420.node, 1420, 0.008476
1421.node, 1421, 0.008257
1422.node, 1422, 0.008581
1423.node, 1423, 0.008653
1424.node, 1424, 0.008462
1425.node, 1425, 0.008438
1426.node, 1426, 0.008295
1427.node, 1427, 0.008403
1428.node, 1428, 0.008565
1429.node, 1429, 0.009663
1430.node, 1430, 0.008313
1431.node, 1431, 0.008549
1432.node, 1432, 0.009028
1433.node, 1433, 0.008278
1434.node, 1434, 0.008277
1435.node, 1435, 0.00835
1436.node, 1436, 0.009003
1437.node, 1437, 0.008702
1438.node, 1438, 0.008906
1439.node, 1439, 0.008721
1440.node, 1440, 0.009071
1441.node, 1441, 0.008809
1442.node, 1442, 0.009426
1443.node, 1443, 0.008565
1444.node, 1444, 0.009041
1445.node, 1445, 0.008511
1446.node, 1446, 0.009328
1447.node, 1447, 0.008349
1448.node, 1448, 0.008854
1449.node, 1449, 0.009018
1450.node, 1450, 0.008637
1451.node, 1451, 0.008512
1452.node, 1452, 0.009387
1453.node, 1453, 0.008983
1454.node, 1454, 0.009413
1455.node, 1455, 0.008975
1456.node, 1456, 0.009171
1457.node, 1457, 0.008994
1458.node, 1458, 0.00918
1459.node, 1459, 0.009069
1460.node, 1460, 0.009647
1461.node, 1461, 0.009007
1462.node, 1462, 0.009274
1463.node, 1463, 0.008799
1464.node, 1464, 0.009342
1465.node, 1465, 0.008991
1466.node, 1466, 0.008607
1467.node, 1467, 0.008643
1468.node, 1468, 0.009469
1469.node, 1469, 0.008943
1470.node, 1470, 0.009901
1471.node, 1471, 0.008806
1472.node, 1472, 0.009711
1473.node, 1473, 0.009076
1474.node, 1474, 0.008687
1475.node, 1475, 0.009216
1476.node, 1476, 0.00966
1477.node, 1477, 0.009119
1478.node, 1478, 0.009322
1479.node, 1479, 0.008952
1480.node, 1480, 0.009851
1481.node, 1481, 0.009084
1482.node, 1482, 0.009108
1483.node, 1483, 0.008814
1484.node, 1484, 0.009593
1485.node, 1485, 0.009447
1486.node, 1486, 0.009127
1487.node, 1487, 0.008789
1488.node, 1488, 0.010007
1489.node, 1489, 0.00914
1490.node, 1490, 0.009691
1491.node, 1491, 0.009368
1492.node, 1492, 0.009833
1493.node, 1493, 0.009054
1494.node, 1494, 0.009331
1495.node, 1495, 0.009089
1496.node, 1496, 0.009738
1497.node, 1497, 0.009365
1498.node, 1498, 0.009714
1499.node, 1499, 0.00924
1500.node, 1500, 0.009931
1501.node, 1501, 0.00953
1502.node, 1502, 0.009286
1503.node, 1503, 0.00938
1504.node, 1504, 0.01007
1505.node, 1505, 0.009664
1506.node, 1506, 0.009422
1507.node, 1507, 0.009393
1508.node, 1508, 0.010024
1509.node, 1509, 0.009324
1510.node, 1510, 0.009773
1511.node, 1511, 0.009476
1512.node, 1512, 0.009923
1513.node, 1513, 0.009548
1514.node, 1514, 0.009471
1515.node, 1515, 0.009187
1516.node, 1516, 0.010041
1517.node, 1517, 0.009887
1518.node, 1518, 0.009876
1519.node, 1519, 0.009853
1520.node, 1520, 0.01038
1521.node, 1521, 0.009393
1522.node, 1522, 0.009742
1523.node, 1523, 0.009667
1524.node, 1524, 0.010226
1525.node, 1525, 0.009819
1526.node, 1526, 0.009486
1527.node, 1527, 0.009278
1528.node, 1528, 0.010377
1529.node, 1529, 0.009488
1530.node, 1530, 0.010226
1531.node, 1531, 0.009961
1532.node, 1532, 0.010265
1533.node, 1533, 0.009537
1534.node, 1534, 0.01003
1535.node, 1535, 0.009879
1536.node, 1536, 0.010268
1537.node, 1537, 0.01014
1538.node, 1538, 0.009668
1539.node, 1539, 0.00952
1540.node, 1540, 0.010889
1541.node, 1541, 0.009877
1542.node, 1542, 0.010461
1543.node, 1543, 0.010146
1544.node, 1544, 0.010554
1545.node, 1545, 0.00979
1546.node, 1546, 0.010059
1547.node, 1547, 0.00968
1548.node, 1548, 0.01039
1549.node, 1549, 0.009995
1550.node, 1550, 0.009983
1551.node, 1551, 0.010911
1552.node, 1552, 0.01043
1553.node, 1553, 0.010812
1554.node, 1554, 0.009895
1555.node, 1555, 0.010801
1556.node, 1556, 0.010293
1557.node, 1557, 0.010206
1558.node, 1558, 0.010825
1559.node, 1559, 0.010945
1560.node, 1560, 0.010397
1561.node, 1561, 0.009954
1562.node, 1562, 0.011223
1563.node, 1563, 0.010395
1564.node, 1564, 0.01014
1565.node, 1565, 0.010294
1566.node, 1566, 0.010548
1567.node, 1567, 0.010249
1568.node, 1568, 0.010164
1569.node, 1569, 0.010306
1570.node, 1570, 0.01086
1571.node, 1571, 0.01015
1572.node, 1572, 0.010167
1573.node, 1573, 0.010721
1574.node, 1574, 0.010874
1575.node, 1575, 0.010297
1576.node, 1576, 0.010127
1577.node, 1577, 0.011043
1578.node, 1578, 0.010047
1579.node, 1579, 0.01036
1580.node, 1580, 0.011141
1581.node, 1581, 0.010272
1582.node, 1582, 0.010987
1583.node, 1583, 0.010705
1584.node, 1584, 0.010982
1585.node, 1585, 0.010442
1586.node, 1586, 0.01038
1587.node, 1587, 0.011014
1588.node, 1588, 0.010334
1589.node, 1589, 0.010795
1590.node, 1590, 0.010262
1591.node, 1591, 0.011419
1592.node, 1592, 0.010503
1593.node, 1593, 0.010368
1594.node, 1594, 0.011253
1595.node, 1595, 0.010197
1596.node, 1596, 0.011421
1597.node, 1597, 0.011284
1598.node, 1598, 0.011011
1599.node, 1599, 0.010659
1600.node, 1600, 0.010654
1601.node, 1601, 0.010867
1602.node, 1602, 0.010536
1603.node, 1603, 0.010524
1604.node, 1604, 0.01069
1605.node, 1605, 0.011257
1606.node, 1606, 0.010446
1607.node, 1607, 0.010559
1608.node, 1608, 0.01133
1609.node, 1609, 0.012099
1610.node, 1610, 0.010468
1611.node, 1611, 0.01125
1612.node, 1612, 0.011153
1613.node, 1613, 0.011125
1614.node, 1614, 0.012228
1615.node, 1615, 0.011001
1616.node, 1616, 0.011025
1617.node, 1617, 0.010954
1618.node, 1618, 0.011225
1619.node, 1619, 0.011017
1620.node, 1620, 0.010738
1621.node, 1621, 0.011088
1622.node, 1622, 0.011154
1623.node, 1623, 0.012054
1624.node, 1624, 0.011382
1625.node, 1625, 0.011721
1626.node, 1626, 0.010959
1627.node, 1627, 0.01126
1628.node, 1628, 0.011359
1629.node, 1629, 0.011064
1630.node, 1630, 0.01077
1631.node, 1631, 0.011251
1632.node, 1632, 0.011406
1633.node, 1633, 0.010807
1634.node, 1634, 0.011103
1635.node, 1635, 0.011831
1636.node, 1636, 0.011584
1637.node, 1637, 0.011436
1638.node, 1638, 0.011878
1639.node, 1639, 0.013922
1640.node, 1640, 0.011612
1641.node, 1641, 0.012067
1642.node, 1642, 0.014249
1643.node, 1643, 0.012473
1644.node, 1644, 0.012614
1645.node, 1645, 0.012419
1646.node, 1646, 0.011698
1647.node, 1647, 0.011826
1648.node, 1648, 0.011645
1649.node, 1649, 0.011424
1650.node, 1650, 0.011774
1651.node, 1651, 0.01148
1652.node, 1652, 0.01163
1653.node, 1653, 0.011572
1654.node, 1654, 0.011537
1655.node, 1655, 0.011586
1656.node, 1656, 0.01198
1657.node, 1657, 0.011988
1658.node, 1658, 0.011274
1659.node, 1659, 0.011393
1660.node, 1660, 0.011777
1661.node, 1661, 0.011556
1662.node, 1662, 0.011345
1663.node, 1663, 0.011777
1664.node, 1664, 0.011895
1665.node, 1665, 0.011367
1666.node, 1666, 0.012161
1667.node, 1667, 0.011219
1668.node, 1668, 0.011745
1669.node, 1669, 0.012286
1670.node, 1670, 0.011766
1671.node, 1671, 0.012366
1672.node, 1672, 0.011999
1673.node, 1673, 0.011253
1674.node, 1674, 0.0119
1675.node, 1675, 0.012022
1676.node, 1676, 0.011762
1677.node, 1677, 0.011558
1678.node, 1678, 0.013186
1679.node, 1679, 0.012003
1680.node, 1680, 0.011793
1681.node, 1681, 0.012475
1682.node, 1682, 0.011695
1683.node, 1683, 0.012448
1684.node, 1684, 0.012356
1685.node, 1685, 0.012324
1686.node, 1686, 0.012196
1687.node, 1687, 0.012211
1688.node, 1688, 0.011554
1689.node, 1689, 0.012266
1690.node, 1690, 0.012166
1691.node, 1691, 0.013882
1692.node, 1692, 0.011851
1693.node, 1693, 0.012386
1694.node, 1694, 0.012216
1695.node, 1695, 0.011817
1696.node, 1696, 0.01245
1697.node, 1697, 0.012123
1698.node, 1698, 0.013006
1699.node, 1699, 0.012975
1700.node, 1700, 0.012344
1701.node, 1701, 0.012591
1702.node, 1702, 0.012565
1703.node, 1703, 0.012093
1704.node, 1704, 0.011982
1705.node, 1705, 0.012448
1706.node, 1706, 0.012521
1707.node, 1707, 0.011989
1708.node, 1708, 0.012642
1709.node, 1709, 0.012492
1710.node, 1710, 0.012392
1711.node, 1711, 0.012827
1712.node, 1712, 0.013037
1713.node, 1713, 0.01259
1714.node, 1714, 0.014088
1715.node, 1715, 0.012592
1716.node, 1716, 0.012534
1717.node, 1717, 0.013
1718.node, 1718, 0.012439
1719.node, 1719, 0.012214
1720.node, 1720, 0.013002
1721.node, 1721, 0.013495
1722.node, 1722, 0.012905
1723.node, 1723, 0.013545
1724.node, 1724, 0.012096
1725.node, 1725, 0.012392
1726.node, 1726, 0.012828
1727.node, 1727, 0.013026
1728.node, 1728, 0.012319
1729.node, 1729, 0.013082
1730.node, 1730, 0.012637
1731.node, 1731, 0.012849
1732.node, 1732, 0.013347
1733.node, 1733, 0.012845
1734.node, 1734, 0.012687
1735.node, 1735, 0.012961
1736.node, 1736, 0.013002
1737.node, 1737, 0.012787
1738.node, 1738, 0.012785
1739.node, 1739, 0.012931
1740.node, 1740, 0.01224
1741.node, 1741, 0.013239
1742.node, 1742, 0.013434
1743.node, 1743, 0.013103
1744.node, 1744, 0.013827
1745.node, 1745, 0.012333
1746.node, 1746, 0.012855
1747.node, 1747, 0.013202
1748.node, 1748, 0.012806
1749.node, 1749, 0.013165
1750.node, 1750, 0.01353
1751.node, 1751, 0.012397
1752.node, 1752, 0.012968
1753.node, 1753, 0.013479
1754.node, 1754, 0.013447
1755.node, 1755, 0.012899
1756.node, 1756, 0.013589
1757.node, 1757, 0.013965
1758.node, 1758, 0.013737
1759.node, 1759, 0.013867
1760.node, 1760, 0.012555
1761.node, 1761, 0.012648
1762.node, 1762, 0.013874
1763.node, 1763, 0.013389
1764.node, 1764, 0.013094
1765.node, 1765, 0.013871
1766.node, 1766, 0.01301
1767.node, 1767, 0.012827
1768.node, 1768, 0.013565
1769.node, 1769, 0.012846
1770.node, 1770, 0.013189
1771.node, 1771, 0.014365
1772.node, 1772, 0.013693
1773.node, 1773, 0.013371
1774.node, 1774, 0.013845
1775.node, 1775, 0.013578
1776.node, 1776, 0.013404
1777.node, 1777, 0.014072
1778.node, 1778, 0.013283
1779.node, 1779, 0.01292
1780.node, 1780, 0.014256
1781.node, 1781, 0.013401
1782.node, 1782, 0.013778
1783.node, 1783, 0.014245
1784.node, 1784, 0.014113
1785.node, 1785, 0.013239
1786.node, 1786, 0.014531
1787.node, 1787, 0.013529
1788.node, 1788, 0.01375
1789.node, 1789, 0.014343
1790.node, 1790, 0.013688
1791.node, 1791, 0.014537
1792.node, 1792, 0.014163
1793.node, 1793, 0.013608
1794.node, 1794, 0.013138
1795.node, 1795, 0.013897
1796.node, 1796, 0.014646
1797.node, 1797, 0.013779
1798.node, 1798, 0.014469
1799.node, 1799, 0.014061
1800.node, 1800, 0.013347
1801.node, 1801, 0.014066
1802.node, 1802, 0.013333
1803.node, 1803, 0.013254
1804.node, 1804, 0.014263
1805.node, 1805, 0.013749
1806.node, 1806, 0.014563
1807.node, 1807, 0.014168
1808.node, 1808, 0.013818
1809.node, 1809, 0.013433
1810.node, 1810, 0.014597
1811.node, 1811, 0.013413
1812.node, 1812, 0.013583
1813.node, 1813, 0.014828
1814.node, 1814, 0.013803
1815.node, 1815, 0.01358
1816.node, 1816, 0.014239
1817.node, 1817, 0.013866
1818.node, 1818, 0.013643
1819.node, 1819, 0.014313
1820.node, 1820, 0.014085
1821.node, 1821, 0.013852
1822.node, 1822, 0.015149
1823.node, 1823, 0.014432
1824.node, 1824, 0.014044
1825.node, 1825, 0.014899
1826.node, 1826, 0.01366
1827.node, 1827, 0.014328
1828.node, 1828, 0.014817
1829.node, 1829, 0.013928
1830.node, 1830, 0.013823
1831.node, 1831, 0.01458
1832.node, 1832, 0.01465
1833.node, 1833, 0.01374
1834.node, 1834, 0.01459
1835.node, 1835, 0.014432
1836.node, 1836, 0.014175
1837.node, 1837, 0.014771
1838.node, 1838, 0.014299
1839.node, 1839, 0.013829
1840.node, 1840, 0.014842
1841.node, 1841, 0.013844
1842.node, 1842, 0.014446
1843.node, 1843, 0.015114
1844.node, 1844, 0.014442
1845.node, 1845, 0.014531
1846.node, 1846, 0.014776
1847.node, 1847, 0.015191
1848.node, 1848, 0.014586
1849.node, 1849, 0.015095
1850.node, 1850, 0.015777
1851.node, 1851, 0.014969
1852.node, 1852, 0.015198
1853.node, 1853, 0.014211
1854.node, 1854, 0.01479
1855.node, 1855, 0.01406
1856.node, 1856, 0.014045
1857.node, 1857, 0.015321
1858.node, 1858, 0.014658
1859.node, 1859, 0.014302
1860.node, 1860, 0.014945
1861.node, 1861, 0.014567
1862.node, 1862, 0.01491
1863.node, 1863, 0.015019
1864.node, 1864, 0.015328
1865.node, 1865, 0.015472
1866.node, 1866, 0.016059
1867.node, 1867, 0.015308
1868.node, 1868, 0.015134
1869.node, 1869, 0.015449
1870.node, 1870, 0.015347
1871.node, 1871, 0.014922
1872.node, 1872, 0.015231
1873.node, 1873, 0.014834
1874.node, 1874, 0.014826
1875.node, 1875, 0.015084
1876.node, 1876, 0.015318
1877.node, 1877, 0.015017
1878.node, 1878, 0.01511
1879.node, 1879, 0.015103
1880.node, 1880, 0.014873
1881.node, 1881, 0.015382
1882.node, 1882, 0.015886
1883.node, 1883, 0.015307
1884.node, 1884, 0.015325
1885.node, 1885, 0.01529
1886.node, 1886, 0.015454
1887.node, 1887, 0.015531
1888.node, 1888, 0.014926
1889.node, 1889, 0.015877
1890.node, 1890, 0.015793
1891.node, 1891, 0.015101
1892.node, 1892, 0.01545
1893.node, 1893, 0.015854
1894.node, 1894, 0.01488
1895.node, 1895, 0.015473
1896.node, 1896, 0.01591
1897.node, 1897, 0.015537
1898.node, 1898, 0.015429
1899.node, 1899, 0.015813
1900.node, 1900, 0.014776
1901.node, 1901, 0.015878
1902.node, 1902, 0.016015
1903.node, 1903, 0.015321
1904.node, 1904, 0.015699
1905.node, 1905, 0.015581
1906.node, 1906, 0.015752
1907.node, 1907, 0.015966
1908.node, 1908, 0.015618
1909.node, 1909, 0.015926
1910.node, 1910, 0.016459
1911.node, 1911, 0.016277
1912.node, 1912, 0.015468
1913.node, 1913, 0.015343
1914.node, 1914, 0.015935
1915.node, 1915, 0.015254
1916.node, 1916, 0.01568
1917.node, 1917, 0.016137
1918.node, 1918, 0.015378
1919.node, 1919, 0.01545
1920.node, 1920, 0.016032
1921.node, 1921, 0.015289
1922.node, 1922, 0.015937
1923.node, 1923, 0.016811
1924.node, 1924, 0.015908
1925.node, 1925, 0.015722
1926.node, 1926, 0.01556
1927.node, 1927, 0.015958
1928.node, 1928, 0.015792
1929.node, 1929, 0.015567
1930.node, 1930, 0.016225
1931.node, 1931, 0.016954
1932.node, 1932, 0.015703
1933.node, 1933, 0.01601
1934.node, 1934, 0.015512
1935.node, 1935, 0.016411
1936.node, 1936, 0.015737
1937.node, 1937, 0.016373
1938.node, 1938, 0.016289
1939.node, 1939, 0.015675
1940.node, 1940, 0.016504
1941.node, 1941, 0.015949
1942.node, 1942, 0.015705
1943.node, 1943, 0.016232
1944.node, 1944, 0.015545
1945.node, 1945, 0.016424
1946.node, 1946, 0.016423
1947.node, 1947, 0.016401
1948.node, 1948, 0.015899
1949.node, 1949, 0.016138
1950.node, 1950, 0.016506
1951.node, 1951, 0.015595
1952.node, 1952, 0.016696
1953.node, 1953, 0.016682
1954.node, 1954, 0.0166
1955.node, 1955, 0.017066
1956.node, 1956, 0.01603
1957.node, 1957, 0.01668
1958.node, 1958, 0.017327
1959.node, 1959, 0.016779
1960.node, 1960, 0.016645
1961.node, 1961, 0.016464
1962.node, 1962, 0.016462
1963.node, 1963, 0.017546
1964.node, 1964, 0.017496
1965.node, 1965, 0.017306
1966.node, 1966, 0.017096
1967.node, 1967, 0.017072
1968.node, 1968, 0.017902
1969.node, 1969, 0.016588
1970.node, 1970, 0.01736
1971.node, 1971, 0.01637
1972.node, 1972, 0.017165
1973.node, 1973, 0.016159
1974.node, 1974, 0.017284
1975.node, 1975, 0.01736
1976.node, 1976, 0.016674
1977.node, 1977, 0.016698
1978.node, 1978, 0.016812
1979.node, 1979, 0.017105
