filename, n, cpu_time_used
1150.node,1150,0.000254
1151.node,1151,0.000254
1152.node,1152,0.000299
1153.node,1153,0.000308
1154.node,1154,0.000292
1155.node,1155,0.000265
1156.node,1156,0.000262
1157.node,1157,0.000284
1158.node,1158,0.000256
1159.node,1159,0.000259
1160.node,1160,0.000259
1161.node,1161,0.000293
1162.node,1162,0.000264
1163.node,1163,0.00035
1164.node,1164,0.000251
1165.node,1165,0.000299
1166.node,1166,0.000279
1167.node,1167,0.000259
1168.node,1168,0.000294
1169.node,1169,0.000269
1170.node,1170,0.000262
1171.node,1171,0.000277
1172.node,1172,0.000294
1173.node,1173,0.000282
1174.node,1174,0.000287
1175.node,1175,0.000302
1176.node,1176,0.000289
1177.node,1177,0.000274
1178.node,1178,0.000282
1179.node,1179,0.000252
1180.node,1180,0.000257
1181.node,1181,0.000249
1182.node,1182,0.000258
1183.node,1183,0.000265
1184.node,1184,0.000254
1185.node,1185,0.000303
1186.node,1186,0.000359
1187.node,1187,0.000358
1188.node,1188,0.000317
1189.node,1189,0.000265
1190.node,1190,0.000304
1191.node,1191,0.000271
1192.node,1192,0.00028
1193.node,1193,0.000284
1194.node,1194,0.000263
1195.node,1195,0.000267
1196.node,1196,0.000271
1197.node,1197,0.0003
1198.node,1198,0.00033
1199.node,1199,0.00036
1200.node,1200,0.000464
1201.node,1201,0.000501
1202.node,1202,0.000576
1203.node,1203,0.000404
1204.node,1204,0.000327
1205.node,1205,0.000276
1206.node,1206,0.000298
1207.node,1207,0.000274
1208.node,1208,0.00026
1209.node,1209,0.000291
1210.node,1210,0.000273
1211.node,1211,0.000295
1212.node,1212,0.000265
1213.node,1213,0.000288
1214.node,1214,0.000262
1215.node,1215,0.000291
1216.node,1216,0.000289
1217.node,1217,0.000289
1218.node,1218,0.000294
1219.node,1219,0.000308
1220.node,1220,0.000287
1221.node,1221,0.000396
1222.node,1222,0.000311
1223.node,1223,0.000264
1224.node,1224,0.000311
1225.node,1225,0.000258
1226.node,1226,0.000294
1227.node,1227,0.000282
1228.node,1228,0.000284
1229.node,1229,0.00027
1230.node,1230,0.000276
1231.node,1231,0.000313
1232.node,1232,0.00027
1233.node,1233,0.000315
1234.node,1234,0.000274
1235.node,1235,0.00027
1236.node,1236,0.000281
1237.node,1237,0.000277
1238.node,1238,0.000276
1239.node,1239,0.000302
1240.node,1240,0.000312
1241.node,1241,0.000433
1242.node,1242,0.000299
1243.node,1243,0.000307
1244.node,1244,0.000362
1245.node,1245,0.000278
1246.node,1246,0.000272
1247.node,1247,0.000276
1248.node,1248,0.000279
1249.node,1249,0.00029
1250.node,1250,0.000309
1251.node,1251,0.000305
1252.node,1252,0.000294
1253.node,1253,0.000328
1254.node,1254,0.000286
1255.node,1255,0.000321
1256.node,1256,0.000282
1257.node,1257,0.000273
1258.node,1258,0.000302
1259.node,1259,0.000281
1260.node,1260,0.000316
1261.node,1261,0.000315
1262.node,1262,0.000267
1263.node,1263,0.000305
1264.node,1264,0.000267
1265.node,1265,0.000279
1266.node,1266,0.000307
1267.node,1267,0.000312
1268.node,1268,0.000303
1269.node,1269,0.000302
1270.node,1270,0.000285
1271.node,1271,0.000315
1272.node,1272,0.000343
1273.node,1273,0.000316
1274.node,1274,0.000297
1275.node,1275,0.000291
1276.node,1276,0.000284
1277.node,1277,0.00031
1278.node,1278,0.000285
1279.node,1279,0.000284
1280.node,1280,0.000289
1281.node,1281,0.000298
1282.node,1282,0.000333
1283.node,1283,0.00033
1284.node,1284,0.000321
1285.node,1285,0.000283
1286.node,1286,0.000322
1287.node,1287,0.000328
1288.node,1288,0.000361
1289.node,1289,0.000412
1290.node,1290,0.000397
1291.node,1291,0.000343
1292.node,1292,0.000347
1293.node,1293,0.000319
1294.node,1294,0.000303
1295.node,1295,0.000323
1296.node,1296,0.000296
1297.node,1297,0.000294
1298.node,1298,0.000285
1299.node,1299,0.000315
1300.node,1300,0.000308
1301.node,1301,0.000382
1302.node,1302,0.000412
1303.node,1303,0.000344
1304.node,1304,0.000317
1305.node,1305,0.00034
1306.node,1306,0.000291
1307.node,1307,0.000322
1308.node,1308,0.000293
1309.node,1309,0.000332
1310.node,1310,0.000324
1311.node,1311,0.000294
1312.node,1312,0.00032
1313.node,1313,0.000294
1314.node,1314,0.000307
1315.node,1315,0.000316
1316.node,1316,0.000359
1317.node,1317,0.000291
1318.node,1318,0.00029
1319.node,1319,0.000284
1320.node,1320,0.00033
1321.node,1321,0.000567
1322.node,1322,0.000332
1323.node,1323,0.000297
1324.node,1324,0.000292
1325.node,1325,0.000294
1326.node,1326,0.0003
1327.node,1327,0.000301
1328.node,1328,0.000296
1329.node,1329,0.0003
1330.node,1330,0.00029
1331.node,1331,0.000298
1332.node,1332,0.000319
1333.node,1333,0.000295
1334.node,1334,0.000292
1335.node,1335,0.000331
1336.node,1336,0.000325
1337.node,1337,0.000333
1338.node,1338,0.000349
1339.node,1339,0.000361
1340.node,1340,0.000418
1341.node,1341,0.000378
1342.node,1342,0.00032
1343.node,1343,0.000305
1344.node,1344,0.000297
1345.node,1345,0.000324
1346.node,1346,0.000303
1347.node,1347,0.000314
1348.node,1348,0.000306
1349.node,1349,0.000321
1350.node,1350,0.000317
1351.node,1351,0.00031
1352.node,1352,0.000299
1353.node,1353,0.000311
1354.node,1354,0.000304
1355.node,1355,0.00032
1356.node,1356,0.000323
1357.node,1357,0.000342
1358.node,1358,0.000472
1359.node,1359,0.00033
1360.node,1360,0.000333
1361.node,1361,0.000319
1362.node,1362,0.0003
1363.node,1363,0.000287
1364.node,1364,0.000316
1365.node,1365,0.000354
1366.node,1366,0.000325
1367.node,1367,0.000325
1368.node,1368,0.000322
1369.node,1369,0.000308
1370.node,1370,0.000305
1371.node,1371,0.000295
1372.node,1372,0.000302
1373.node,1373,0.000299
1374.node,1374,0.000308
1375.node,1375,0.000423
1376.node,1376,0.000307
1377.node,1377,0.000333
1378.node,1378,0.000327
1379.node,1379,0.000325
1380.node,1380,0.000305
1381.node,1381,0.000323
1382.node,1382,0.000329
1383.node,1383,0.000341
1384.node,1384,0.000342
1385.node,1385,0.00036
1386.node,1386,0.000394
1387.node,1387,0.000333
1388.node,1388,0.000301
1389.node,1389,0.000305
1390.node,1390,0.000313
1391.node,1391,0.000311
1392.node,1392,0.000324
1393.node,1393,0.000316
1394.node,1394,0.000383
1395.node,1395,0.000424
1396.node,1396,0.000334
1397.node,1397,0.000312
1398.node,1398,0.000314
1399.node,1399,0.000327
1400.node,1400,0.000307
1401.node,1401,0.000302
1402.node,1402,0.000298
1403.node,1403,0.000344
1404.node,1404,0.000354
1405.node,1405,0.000346
1406.node,1406,0.000394
1407.node,1407,0.000321
1408.node,1408,0.000309
1409.node,1409,0.000323
1410.node,1410,0.000303
1411.node,1411,0.000307
1412.node,1412,0.000352
1413.node,1413,0.000504
1414.node,1414,0.000505
1415.node,1415,0.000394
1416.node,1416,0.000331
1417.node,1417,0.000368
1418.node,1418,0.000311
1419.node,1419,0.000327
1420.node,1420,0.000317
1421.node,1421,0.000316
1422.node,1422,0.000338
1423.node,1423,0.000354
1424.node,1424,0.000338
1425.node,1425,0.000349
1426.node,1426,0.000358
1427.node,1427,0.000361
1428.node,1428,0.000345
1429.node,1429,0.000313
1430.node,1430,0.000344
1431.node,1431,0.000444
1432.node,1432,0.000392
1433.node,1433,0.000333
1434.node,1434,0.000334
1435.node,1435,0.000327
1436.node,1436,0.000332
1437.node,1437,0.000312
1438.node,1438,0.000351
1439.node,1439,0.000325
1440.node,1440,0.000362
1441.node,1441,0.000352
1442.node,1442,0.000316
1443.node,1443,0.000313
1444.node,1444,0.000324
1445.node,1445,0.000333
1446.node,1446,0.000382
1447.node,1447,0.000347
1448.node,1448,0.000353
1449.node,1449,0.000399
1450.node,1450,0.000342
1451.node,1451,0.000333
1452.node,1452,0.000332
1453.node,1453,0.000344
1454.node,1454,0.000319
1455.node,1455,0.000311
1456.node,1456,0.00034
1457.node,1457,0.000355
1458.node,1458,0.000325
1459.node,1459,0.00037
1460.node,1460,0.000356
1461.node,1461,0.000345
1462.node,1462,0.000336
1463.node,1463,0.000335
1464.node,1464,0.000322
1465.node,1465,0.000319
1466.node,1466,0.00039
1467.node,1467,0.000324
1468.node,1468,0.000348
1469.node,1469,0.000384
1470.node,1470,0.000375
1471.node,1471,0.000355
1472.node,1472,0.000334
1473.node,1473,0.000368
1474.node,1474,0.000387
1475.node,1475,0.000358
1476.node,1476,0.000382
1477.node,1477,0.000358
1478.node,1478,0.000338
1479.node,1479,0.000328
1480.node,1480,0.000329
1481.node,1481,0.000329
1482.node,1482,0.000321
1483.node,1483,0.000361
1484.node,1484,0.000383
1485.node,1485,0.000331
1486.node,1486,0.000352
1487.node,1487,0.000336
1488.node,1488,0.000364
1489.node,1489,0.000371
1490.node,1490,0.000353
1491.node,1491,0.000353
1492.node,1492,0.00035
1493.node,1493,0.000392
1494.node,1494,0.000343
1495.node,1495,0.000366
1496.node,1496,0.000338
1497.node,1497,0.000351
1498.node,1498,0.000322
1499.node,1499,0.000349
1500.node,1500,0.000334
1501.node,1501,0.000364
1502.node,1502,0.000383
1503.node,1503,0.000329
1504.node,1504,0.000356
1505.node,1505,0.000329
1506.node,1506,0.000345
1507.node,1507,0.000337
1508.node,1508,0.000343
1509.node,1509,0.000331
1510.node,1510,0.000393
1511.node,1511,0.000477
1512.node,1512,0.000363
1513.node,1513,0.000376
1514.node,1514,0.000343
1515.node,1515,0.000338
1516.node,1516,0.000336
1517.node,1517,0.000332
1518.node,1518,0.000364
1519.node,1519,0.000346
1520.node,1520,0.000361
1521.node,1521,0.000467
1522.node,1522,0.000611
1523.node,1523,0.000387
1524.node,1524,0.00035
1525.node,1525,0.000353
1526.node,1526,0.000343
1527.node,1527,0.000336
1528.node,1528,0.000336
1529.node,1529,0.000379
1530.node,1530,0.000387
1531.node,1531,0.000411
1532.node,1532,0.000357
1533.node,1533,0.000366
1534.node,1534,0.00033
1535.node,1535,0.000357
1536.node,1536,0.000358
1537.node,1537,0.000371
1538.node,1538,0.000427
1539.node,1539,0.000358
1540.node,1540,0.00037
1541.node,1541,0.000344
1542.node,1542,0.000344
1543.node,1543,0.000356
1544.node,1544,0.000361
1545.node,1545,0.000349
1546.node,1546,0.000328
1547.node,1547,0.00034
1548.node,1548,0.000372
1549.node,1549,0.00035
1550.node,1550,0.000333
1551.node,1551,0.000379
1552.node,1552,0.000357
1553.node,1553,0.000367
1554.node,1554,0.000498
1555.node,1555,0.000393
1556.node,1556,0.000374
1557.node,1557,0.000347
1558.node,1558,0.00036
1559.node,1559,0.000343
1560.node,1560,0.00036
1561.node,1561,0.000362
1562.node,1562,0.000349
1563.node,1563,0.000419
1564.node,1564,0.000395
1565.node,1565,0.000408
1566.node,1566,0.000359
1567.node,1567,0.000367
1568.node,1568,0.000348
1569.node,1569,0.000355
1570.node,1570,0.000356
1571.node,1571,0.000512
1572.node,1572,0.000353
1573.node,1573,0.000383
1574.node,1574,0.000371
1575.node,1575,0.000414
1576.node,1576,0.000362
1577.node,1577,0.000371
1578.node,1578,0.000384
1579.node,1579,0.00041
1580.node,1580,0.00042
1581.node,1581,0.000386
1582.node,1582,0.000365
1583.node,1583,0.000418
1584.node,1584,0.000361
1585.node,1585,0.000386
1586.node,1586,0.00036
1587.node,1587,0.000359
1588.node,1588,0.000412
1589.node,1589,0.000351
1590.node,1590,0.000384
1591.node,1591,0.000353
1592.node,1592,0.000353
1593.node,1593,0.000368
1594.node,1594,0.000393
1595.node,1595,0.000386
1596.node,1596,0.000389
1597.node,1597,0.000405
1598.node,1598,0.000367
1599.node,1599,0.000393
1600.node,1600,0.000372
1601.node,1601,0.000363
1602.node,1602,0.000356
1603.node,1603,0.000359
1604.node,1604,0.000371
1605.node,1605,0.000402
1606.node,1606,0.000362
1607.node,1607,0.000435
1608.node,1608,0.000368
1609.node,1609,0.000377
1610.node,1610,0.00036
1611.node,1611,0.000367
1612.node,1612,0.000388
1613.node,1613,0.000423
1614.node,1614,0.000382
1615.node,1615,0.000396
1616.node,1616,0.000412
1617.node,1617,0.000403
1618.node,1618,0.000371
1619.node,1619,0.000359
1620.node,1620,0.000365
1621.node,1621,0.000398
1622.node,1622,0.000428
1623.node,1623,0.000496
1624.node,1624,0.000446
1625.node,1625,0.000381
1626.node,1626,0.000377
1627.node,1627,0.000413
1628.node,1628,0.000359
1629.node,1629,0.000372
1630.node,1630,0.000398
1631.node,1631,0.000361
1632.node,1632,0.000402
1633.node,1633,0.000372
1634.node,1634,0.000387
1635.node,1635,0.000392
1636.node,1636,0.000377
1637.node,1637,0.000396
1638.node,1638,0.000366
1639.node,1639,0.000395
1640.node,1640,0.000396
1641.node,1641,0.000394
1642.node,1642,0.000407
1643.node,1643,0.000364
1644.node,1644,0.000378
1645.node,1645,0.000365
1646.node,1646,0.000365
1647.node,1647,0.000364
1648.node,1648,0.000391
1649.node,1649,0.000394
1650.node,1650,0.000352
1651.node,1651,0.000351
1652.node,1652,0.000349
1653.node,1653,0.000453
1654.node,1654,0.000398
1655.node,1655,0.00041
1656.node,1656,0.000445
1657.node,1657,0.000468
1658.node,1658,0.000409
1659.node,1659,0.000366
1660.node,1660,0.000391
1661.node,1661,0.000399
1662.node,1662,0.000388
1663.node,1663,0.000414
1664.node,1664,0.000521
1665.node,1665,0.000637
1666.node,1666,0.00041
1667.node,1667,0.000399
1668.node,1668,0.000376
1669.node,1669,0.00037
1670.node,1670,0.000382
1671.node,1671,0.000438
1672.node,1672,0.000414
1673.node,1673,0.000404
1674.node,1674,0.000443
1675.node,1675,0.000382
1676.node,1676,0.000376
1677.node,1677,0.000376
1678.node,1678,0.000374
1679.node,1679,0.000483
1680.node,1680,0.00042
1681.node,1681,0.000417
1682.node,1682,0.000382
1683.node,1683,0.000382
1684.node,1684,0.000389
1685.node,1685,0.000368
1686.node,1686,0.000411
1687.node,1687,0.000405
1688.node,1688,0.000409
1689.node,1689,0.000402
1690.node,1690,0.000395
1691.node,1691,0.000439
1692.node,1692,0.000402
1693.node,1693,0.000424
1694.node,1694,0.000377
1695.node,1695,0.000428
1696.node,1696,0.000424
1697.node,1697,0.000423
1698.node,1698,0.000409
1699.node,1699,0.000372
1700.node,1700,0.000391
1701.node,1701,0.000374
1702.node,1702,0.000379
1703.node,1703,0.000398
1704.node,1704,0.000432
1705.node,1705,0.000414
1706.node,1706,0.000395
1707.node,1707,0.000401
1708.node,1708,0.000398
1709.node,1709,0.000384
1710.node,1710,0.000457
1711.node,1711,0.00048
1712.node,1712,0.00042
1713.node,1713,0.00043
1714.node,1714,0.00038
1715.node,1715,0.000387
1716.node,1716,0.00038
1717.node,1717,0.000407
1718.node,1718,0.000418
1719.node,1719,0.000507
1720.node,1720,0.00051
1721.node,1721,0.000732
1722.node,1722,0.000388
1723.node,1723,0.000404
1724.node,1724,0.000389
1725.node,1725,0.000385
1726.node,1726,0.000385
1727.node,1727,0.000389
1728.node,1728,0.000415
1729.node,1729,0.000425
1730.node,1730,0.000425
1731.node,1731,0.000409
1732.node,1732,0.000407
1733.node,1733,0.000389
1734.node,1734,0.000369
1735.node,1735,0.000474
1736.node,1736,0.000405
1737.node,1737,0.00042
1738.node,1738,0.000377
1739.node,1739,0.000397
1740.node,1740,0.000395
1741.node,1741,0.000381
1742.node,1742,0.000408
1743.node,1743,0.00046
1744.node,1744,0.000415
1745.node,1745,0.000402
1746.node,1746,0.000412
1747.node,1747,0.000389
1748.node,1748,0.000482
1749.node,1749,0.000428
1750.node,1750,0.000446
1751.node,1751,0.000462
1752.node,1752,0.000484
1753.node,1753,0.000418
1754.node,1754,0.000442
1755.node,1755,0.000406
1756.node,1756,0.000386
1757.node,1757,0.000386
1758.node,1758,0.000376
1759.node,1759,0.000375
1760.node,1760,0.000508
1761.node,1761,0.00038
1762.node,1762,0.000427
1763.node,1763,0.000383
1764.node,1764,0.000431
1765.node,1765,0.000419
1766.node,1766,0.000443
1767.node,1767,0.000675
1768.node,1768,0.000428
1769.node,1769,0.000416
1770.node,1770,0.000395
1771.node,1771,0.000442
1772.node,1772,0.000404
1773.node,1773,0.000445
1774.node,1774,0.000483
1775.node,1775,0.000475
1776.node,1776,0.000409
1777.node,1777,0.00042
1778.node,1778,0.000409
1779.node,1779,0.000407
1780.node,1780,0.000403
1781.node,1781,0.000433
1782.node,1782,0.00042
1783.node,1783,0.000427
1784.node,1784,0.000379
1785.node,1785,0.000439
1786.node,1786,0.000407
1787.node,1787,0.000419
1788.node,1788,0.000465
1789.node,1789,0.000421
1790.node,1790,0.000407
1791.node,1791,0.000428
1792.node,1792,0.00041
1793.node,1793,0.000386
1794.node,1794,0.000419
1795.node,1795,0.000452
1796.node,1796,0.000453
1797.node,1797,0.000458
1798.node,1798,0.000445
1799.node,1799,0.000397
1800.node,1800,0.000392
1801.node,1801,0.000394
1802.node,1802,0.000433
1803.node,1803,0.000492
1804.node,1804,0.000523
1805.node,1805,0.000495
1806.node,1806,0.000434
1807.node,1807,0.00041
1808.node,1808,0.000393
1809.node,1809,0.000386
1810.node,1810,0.00043
1811.node,1811,0.000424
1812.node,1812,0.000521
1813.node,1813,0.000715
1814.node,1814,0.000414
1815.node,1815,0.000401
1816.node,1816,0.000465
1817.node,1817,0.000498
1818.node,1818,0.000508
1819.node,1819,0.000521
1820.node,1820,0.000492
1821.node,1821,0.000491
1822.node,1822,0.000509
1823.node,1823,0.000417
1824.node,1824,0.000403
1825.node,1825,0.000425
1826.node,1826,0.000509
1827.node,1827,0.000443
1828.node,1828,0.000475
1829.node,1829,0.000465
1830.node,1830,0.000459
1831.node,1831,0.00044
1832.node,1832,0.000421
1833.node,1833,0.00039
1834.node,1834,0.000439
1835.node,1835,0.000398
1836.node,1836,0.000419
1837.node,1837,0.000428
1838.node,1838,0.000509
1839.node,1839,0.00044
1840.node,1840,0.000471
1841.node,1841,0.000453
1842.node,1842,0.000416
1843.node,1843,0.000435
1844.node,1844,0.00041
1845.node,1845,0.000429
1846.node,1846,0.000449
1847.node,1847,0.000523
1848.node,1848,0.000461
1849.node,1849,0.000476
1850.node,1850,0.000417
1851.node,1851,0.000406
1852.node,1852,0.000415
1853.node,1853,0.000412
1854.node,1854,0.000428
1855.node,1855,0.000463
1856.node,1856,0.000773
1857.node,1857,0.000442
1858.node,1858,0.000437
1859.node,1859,0.000451
1860.node,1860,0.000396
1861.node,1861,0.000425
1862.node,1862,0.000477
1863.node,1863,0.000458
1864.node,1864,0.000474
1865.node,1865,0.000549
1866.node,1866,0.000476
1867.node,1867,0.000411
1868.node,1868,0.000417
1869.node,1869,0.000608
1870.node,1870,0.000402
1871.node,1871,0.000444
1872.node,1872,0.0004
1873.node,1873,0.000444
1874.node,1874,0.000445
1875.node,1875,0.000443
1876.node,1876,0.000444
1877.node,1877,0.000468
1878.node,1878,0.000473
1879.node,1879,0.000432
1880.node,1880,0.000426
1881.node,1881,0.000429
1882.node,1882,0.000417
1883.node,1883,0.000428
1884.node,1884,0.00046
1885.node,1885,0.000457
1886.node,1886,0.000423
1887.node,1887,0.000479
1888.node,1888,0.000426
1889.node,1889,0.000428
1890.node,1890,0.000416
1891.node,1891,0.000466
1892.node,1892,0.000452
1893.node,1893,0.000537
1894.node,1894,0.000409
1895.node,1895,0.000435
1896.node,1896,0.000446
1897.node,1897,0.000632
1898.node,1898,0.000459
1899.node,1899,0.00067
1900.node,1900,0.000497
1901.node,1901,0.000416
1902.node,1902,0.00044
1903.node,1903,0.000413
1904.node,1904,0.000452
1905.node,1905,0.000544
1906.node,1906,0.000589
1907.node,1907,0.000525
1908.node,1908,0.000467
1909.node,1909,0.000451
1910.node,1910,0.000421
1911.node,1911,0.000421
1912.node,1912,0.000477
1913.node,1913,0.000542
1914.node,1914,0.000463
1915.node,1915,0.000429
1916.node,1916,0.000478
1917.node,1917,0.000426
1918.node,1918,0.000425
1919.node,1919,0.000427
1920.node,1920,0.000424
1921.node,1921,0.000539
1922.node,1922,0.00043
1923.node,1923,0.000487
1924.node,1924,0.000454
1925.node,1925,0.000478
1926.node,1926,0.000523
1927.node,1927,0.000534
1928.node,1928,0.000446
1929.node,1929,0.000473
1930.node,1930,0.000436
1931.node,1931,0.000426
1932.node,1932,0.00045
1933.node,1933,0.000429
1934.node,1934,0.000472
1935.node,1935,0.000423
1936.node,1936,0.000475
1937.node,1937,0.000438
1938.node,1938,0.000445
1939.node,1939,0.000432
1940.node,1940,0.000442
1941.node,1941,0.000529
1942.node,1942,0.000463
1943.node,1943,0.00047
1944.node,1944,0.000478
1945.node,1945,0.000432
1946.node,1946,0.00043
1947.node,1947,0.000456
1948.node,1948,0.000455
1949.node,1949,0.000541
1950.node,1950,0.000489
1951.node,1951,0.000443
1952.node,1952,0.000429
1953.node,1953,0.000518
1954.node,1954,0.000455
1955.node,1955,0.000453
1956.node,1956,0.000498
1957.node,1957,0.000462
1958.node,1958,0.000436
1959.node,1959,0.000463
1960.node,1960,0.000462
1961.node,1961,0.000481
1962.node,1962,0.000497
1963.node,1963,0.000529
1964.node,1964,0.000483
1965.node,1965,0.000512
1966.node,1966,0.000431
1967.node,1967,0.000454
1968.node,1968,0.000432
1969.node,1969,0.000505
1970.node,1970,0.000542
1971.node,1971,0.00048
1972.node,1972,0.000436
1973.node,1973,0.000448
1974.node,1974,0.000441
1975.node,1975,0.000435
1976.node,1976,0.000442
1977.node,1977,0.000496
1978.node,1978,0.00048
1979.node,1979,0.000468
1980.node,1980,0.000416
1981.node,1981,0.000501
1982.node,1982,0.000555
1983.node,1983,0.000579
1984.node,1984,0.000681
1985.node,1985,0.000502
1986.node,1986,0.0005
1987.node,1987,0.000435
1988.node,1988,0.000419
1989.node,1989,0.000471
1990.node,1990,0.000451
1991.node,1991,0.000426
1992.node,1992,0.000463
1993.node,1993,0.000465
1994.node,1994,0.000517
1995.node,1995,0.000506
1996.node,1996,0.000474
1997.node,1997,0.000472
1998.node,1998,0.000502
1999.node,1999,0.00048
2000.node,2000,0.000461
2001.node,2001,0.00044
2002.node,2002,0.000495
2003.node,2003,0.00047
2004.node,2004,0.00046
2005.node,2005,0.000492
2006.node,2006,0.000466
2007.node,2007,0.000456
2008.node,2008,0.000438
2009.node,2009,0.000473
2010.node,2010,0.000512
2011.node,2011,0.00048
2012.node,2012,0.000517
2013.node,2013,0.000481
2014.node,2014,0.000442
2015.node,2015,0.000461
2016.node,2016,0.000458
2017.node,2017,0.00045
2018.node,2018,0.000485
2019.node,2019,0.000462
2020.node,2020,0.00049
2021.node,2021,0.000454
2022.node,2022,0.000443
2023.node,2023,0.000504
2024.node,2024,0.000456
2025.node,2025,0.000533
2026.node,2026,0.000452
2027.node,2027,0.000492
2028.node,2028,0.000482
2029.node,2029,0.000459
2030.node,2030,0.000453
2031.node,2031,0.000439
2032.node,2032,0.000497
2033.node,2033,0.000445
2034.node,2034,0.000539
2035.node,2035,0.000502
2036.node,2036,0.00044
2037.node,2037,0.000463
2038.node,2038,0.000434
2039.node,2039,0.000538
2040.node,2040,0.000425
2041.node,2041,0.00048
2042.node,2042,0.000432
2043.node,2043,0.000423
2044.node,2044,0.000529
2045.node,2045,0.000483
2046.node,2046,0.000479
2047.node,2047,0.000479
2048.node,2048,0.000483
2049.node,2049,0.000454
2050.node,2050,0.000491
2051.node,2051,0.000463
2052.node,2052,0.00044
2053.node,2053,0.000489
2054.node,2054,0.000485
2055.node,2055,0.000489
2056.node,2056,0.000468
2057.node,2057,0.000454
2058.node,2058,0.000473
2059.node,2059,0.000454
2060.node,2060,0.000521
2061.node,2061,0.000489
2062.node,2062,0.000528
2063.node,2063,0.000484
2064.node,2064,0.000475
2065.node,2065,0.000449
2066.node,2066,0.000452
2067.node,2067,0.000506
2068.node,2068,0.000516
2069.node,2069,0.000806
2070.node,2070,0.000519
2071.node,2071,0.00053
2072.node,2072,0.000503
2073.node,2073,0.000464
2074.node,2074,0.000482
2075.node,2075,0.000504
2076.node,2076,0.000551
2077.node,2077,0.000528
2078.node,2078,0.000509
2079.node,2079,0.000492
2080.node,2080,0.000618
2081.node,2081,0.000525
2082.node,2082,0.000462
2083.node,2083,0.000512
2084.node,2084,0.000464
2085.node,2085,0.000463
2086.node,2086,0.000494
2087.node,2087,0.000484
2088.node,2088,0.00051
2089.node,2089,0.000493
2090.node,2090,0.000464
2091.node,2091,0.000525
2092.node,2092,0.000506
2093.node,2093,0.000518
2094.node,2094,0.000508
2095.node,2095,0.000502
2096.node,2096,0.000483
2097.node,2097,0.000469
2098.node,2098,0.000483
2099.node,2099,0.000499
2100.node,2100,0.000559
2101.node,2101,0.000459
2102.node,2102,0.0005
2103.node,2103,0.000475
2104.node,2104,0.000473
2105.node,2105,0.000474
2106.node,2106,0.000468
2107.node,2107,0.000526
2108.node,2108,0.000575
2109.node,2109,0.000513
2110.node,2110,0.00051
2111.node,2111,0.000518
2112.node,2112,0.000475
2113.node,2113,0.00056
2114.node,2114,0.000508
2115.node,2115,0.000509
2116.node,2116,0.000534
2117.node,2117,0.000518
2118.node,2118,0.000474
2119.node,2119,0.000504
2120.node,2120,0.000541
2121.node,2121,0.000469
2122.node,2122,0.000494
2123.node,2123,0.000491
2124.node,2124,0.000479
2125.node,2125,0.00052
2126.node,2126,0.000518
2127.node,2127,0.000479
2128.node,2128,0.000485
2129.node,2129,0.000461
2130.node,2130,0.000472
2131.node,2131,0.000497
2132.node,2132,0.000478
2133.node,2133,0.000539
2134.node,2134,0.000644
2135.node,2135,0.00052
2136.node,2136,0.000504
2137.node,2137,0.000491
2138.node,2138,0.000481
2139.node,2139,0.000478
2140.node,2140,0.00054
2141.node,2141,0.000524
2142.node,2142,0.000556
2143.node,2143,0.000498
2144.node,2144,0.000519
2145.node,2145,0.000479
2146.node,2146,0.000487
2147.node,2147,0.000601
2148.node,2148,0.000577
2149.node,2149,0.000523
2150.node,2150,0.000486
2151.node,2151,0.000487
2152.node,2152,0.000528
2153.node,2153,0.000524
2154.node,2154,0.000479
2155.node,2155,0.000495
2156.node,2156,0.000523
2157.node,2157,0.000547
2158.node,2158,0.000523
2159.node,2159,0.000524
2160.node,2160,0.000495
2161.node,2161,0.000666
2162.node,2162,0.000566
2163.node,2163,0.000516
2164.node,2164,0.000493
2165.node,2165,0.000511
2166.node,2166,0.000515
2167.node,2167,0.000481
2168.node,2168,0.000483
2169.node,2169,0.000525
2170.node,2170,0.00049
2171.node,2171,0.000486
2172.node,2172,0.000507
2173.node,2173,0.00056
2174.node,2174,0.000545
2175.node,2175,0.000715
2176.node,2176,0.000517
2177.node,2177,0.000523
2178.node,2178,0.000483
2179.node,2179,0.000475
2180.node,2180,0.00051
2181.node,2181,0.000539
2182.node,2182,0.000649
2183.node,2183,0.000485
2184.node,2184,0.000494
2185.node,2185,0.000525
2186.node,2186,0.000512
2187.node,2187,0.000552
2188.node,2188,0.000496
2189.node,2189,0.000523
2190.node,2190,0.000507
2191.node,2191,0.000548
2192.node,2192,0.000534
2193.node,2193,0.000494
2194.node,2194,0.000552
2195.node,2195,0.000546
2196.node,2196,0.000533
2197.node,2197,0.000529
2198.node,2198,0.000488
2199.node,2199,0.000507
2200.node,2200,0.000515
2201.node,2201,0.000548
2202.node,2202,0.000549
2203.node,2203,0.00053
2204.node,2204,0.000495
2205.node,2205,0.000496
2206.node,2206,0.000538
2207.node,2207,0.000552
2208.node,2208,0.000567
2209.node,2209,0.000504
2210.node,2210,0.000504
2211.node,2211,0.000519
2212.node,2212,0.000529
2213.node,2213,0.000499
2214.node,2214,0.000637
2215.node,2215,0.000586
2216.node,2216,0.000502
2217.node,2217,0.000671
2218.node,2218,0.000733
2219.node,2219,0.000676
2220.node,2220,0.000752
2221.node,2221,0.000575
2222.node,2222,0.000567
2223.node,2223,0.000498
2224.node,2224,0.000517
